Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
-9999999,The Expendables 2,"Action,Adventure,Thriller",,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture,Jean-Claude Van Damme",2012,103,6.6,-9999999,85.02,51.0
-9999999,,"Crime,Drama,Horror","Based on the Jack Ketchum novel of the same name, The Girl Next Door follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt...and the boys who witness and fail to report the crime.",Gregory Wilson,"William Atherton, Blythe Auffarth, Blanche Baker,Kevin Chamberlin",2007,91,6.7,19351,,29.0
-9999999,Perfume: The Story of a Murderer,,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",Tom Tykwer,,2006,147,7.5,-9999999,2.21,56.0
-9999999,,,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",,"Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker",-9999999,113,6.1,155078,70.08,51.0
921,Centurion,"Action,Adventure,Drama",A splinter group of Roman soldiers fight for their lives behind enemy lines after their legion is decimated in a devastating guerrilla attack.,,"Michael Fassbender, Dominic West, Olga Kurylenko,Andreas Wisniewski",-9999999,97,6.4,67801,0.12,62.0
-9999999,Scouts Guide to the Zombie Apocalypse,"Action,Comedy,Horror",,Christopher Landon,"Tye Sheridan, Logan Miller, Joey Morgan,Sarah Dumont",2015,-9999999,6.3,31651,3.64,32.0
923,17 Again,"Comedy,Drama,Family",Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,Burr Steers,,-9999999,102,6.4,152808,64.15,48.0
924,No Escape,"Action,Thriller",,John Erick Dowdle,"Lake Bell, Pierce Brosnan, Owen Wilson,Chatchawai Kamonsakpitak",2015,-9999999,6.8,57921,27.29,38.0
-9999999,Superman Returns,,,,,-9999999,-9999999,6.1,-9999999,200.07,72.0
926,,"Adventure,Drama,Fantasy","The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.",,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Gil Birmingham",2011,117,4.9,190244,281.28,45.0
-9999999,,Drama,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction.",Lee Daniels,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",2009,110,7.3,91623,47.54,79.0
-9999999,The Sea of Trees,,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,Gus Van Sant,"Matthew McConaughey, Naomi Watts, Ken Watanabe,Ryoko Seta",2015,110,5.9,7475,0.02,23.0
929,Good Kids,,Four high school students look to redefine themselves after graduation.,,"Zoey Deutch, Nicholas Braun, Mateo Arias, Israel Broussard",2016,86,6.1,3843,,86.0
930,The Master,,,,"Philip Seymour Hoffman, Joaquin Phoenix,Amy Adams, Jesse Plemons",2012,144,7.1,112902,16.38,
-9999999,Footloose,"Comedy,Drama,Music","City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",Craig Brewer,,-9999999,113,5.9,39380,51.78,58.0
-9999999,If I Stay,"Drama,Fantasy,Music",,,"Chlo Grace Moretz, Mireille Enos, Jamie Blackley,Joshua Leonard",2014,-9999999,6.8,92170,50.46,46.0
933,,Drama,A blind man who regains his vision finds himself becoming metaphorically blinded by his obsession for the superficial.,Ido Fluk,"Dan Stevens, Malin Akerman, Oliver Platt, Kerry Bish",-9999999,-9999999,5.4,924,,52.0
934,,Thriller,"A young law student blindly enters into a pact with a man who offers to kill his stepfather, whom he feels is responsible for the accident that sent his mother into a coma.",Christopher Smith,,2016,97,6.3,-9999999,,46.0
935,The Love Witch,,A modern-day witch uses spells and magic to get men to fall in love with her.,Anna Biller,"Samantha Robinson, Jeffrey Vincent Parise, Laura Waddell, Gian Keys",-9999999,-9999999,6.2,-9999999,0.22,82.0
936,,,"1 NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test.",Adam McKay,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole",-9999999,108,6.6,137502,148.21,66.0
-9999999,The Human Centipede (First Sequence),Horror,,Tom Six,"Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura",2009,-9999999,4.4,60655,0.18,33.0
-9999999,Super,"Comedy,Drama","After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.",James Gunn,"Rainn Wilson, Ellen Page, Liv Tyler, Kevin Bacon",2010,96,6.8,-9999999,0.32,50.0
-9999999,The Siege of Jadotville,"Action,Drama,Thriller",,Richie Smyth,,2016,108,7.3,-9999999,,83.0
940,,"Drama,Romance","Ryan Bingham enjoys living out of a suitcase for his job traveling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest and a new hire.",Jason Reitman,"George Clooney, Vera Farmiga, Anna Kendrick,Jason Bateman",2009,109,7.4,-9999999,83.81,
941,,"Horror,Mystery","A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways imaginable.",,,-9999999,98,6.1,50255,0.07,58.0
942,The Twilight Saga: Eclipse,"Adventure,Drama,Fantasy","As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.",David Slade,,2010,124,4.9,192740,300.52,58.0
943,,Thriller,"For three Border Patrol agents working a remote desert checkpoint, the contents of one car will reveal an insidious plot within their own ranks. The next 24 hours will take them on a treacherous journey that could cost them their lives.",Greg Kwedar,"Johnny Simmons, Gabriel Luna, Clifton Collins Jr.,David Acord",-9999999,-9999999,5.8,-9999999,,73.0
944,What's Your Number?,"Comedy,Romance",,Mark Mylod,,2011,106,6.1,62095,13.99,35.0
945,Riddick,"Action,Sci-Fi,Thriller","Left for dead on a sun-scorched planet, Riddick finds himself up against an alien race of predators. Activating an emergency beacon alerts two ships: one carrying a new breed of mercenary, the other captained by a man from Riddick's past.",David Twohy,"Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Moll",-9999999,119,6.4,-9999999,42.0,49.0
946,,,,Christopher Smith,"Melissa George, Joshua McIvor, Jack Taylor,Michael Dorman",-9999999,-9999999,6.9,-9999999,,66.0
-9999999,The Butler,"Biography,Drama","As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.",,"Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda",-9999999,132,7.2,93322,116.63,
948,,"Crime,Drama","This ripped-from-the-headlines drama covers the early rise of gay porn headliner Sean Paul Lockhart a.k.a. Brent Corrigan, before his falling out with the producer who made him famous. When... See full summary ",Justin Kelly,"Garrett Clayton, Christian Slater, Molly Ringwald,James Kelley",2016,91,5.6,-9999999,0.03,48.0
949,After Earth,"Action,Adventure,Sci-Fi",,M. Night Shyamalan,"Jaden Smith, David Denman, Will Smith,Sophie Okonedo",2013,100,4.9,166512,60.52,33.0
950,,Adventure,,,"Jahking Guillory, Christopher Jordan Wallace,Christopher Meyer, Kofi Siriboe",2016,80,6.1,2417,0.15,69.0
951,Me and Earl and the Dying Girl,"Comedy,Drama","High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",Alfonso Gomez-Rejon,"Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman",2015,-9999999,7.8,92076,6.74,74.0
952,The Descendants,,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,,,2011,115,7.3,211348,82.62,84.0
953,Sex and the City 2,"Comedy,Drama,Romance","While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon",2010,-9999999,4.3,62403,95.33,27.0
-9999999,,,,Jordan Vogt-Roberts,"Nick Robinson, Gabriel Basso, Moises Arias,Nick Offerman",2013,-9999999,7.2,65653,1.29,61.0
-9999999,Death Race,"Action,Sci-Fi,Thriller",Ex-con Jensen Ames is forced by the warden of a notorious prison to compete in our post-industrial world's most popular sport: a car race in which inmates must brutalize and kill one another on the road to victory.,Paul W.S. Anderson,"Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane",2008,-9999999,6.4,173731,36.06,43.0
-9999999,That Awkward Moment,,"Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""",Tom Gormican,,2014,-9999999,6.2,81823,26.05,36.0
-9999999,,,"When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.",Scott Stewart,,2010,100,5.2,84158,40.17,32.0
-9999999,End of Watch,"Crime,Drama,Thriller","Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.",David Ayer,"Jake Gyllenhaal, Michael Pea, Anna Kendrick, America Ferrera",2012,109,7.7,-9999999,40.98,68.0
959,3 Days to Kill,,,McG,,2014,117,6.2,-9999999,30.69,40.0
960,,"Crime,Drama,Mystery",,Paul McGuigan,"Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu",-9999999,110,7.8,271940,22.49,53.0
-9999999,Trance,,An art auctioneer who has become mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,Danny Boyle,"James McAvoy, Rosario Dawson, Vincent Cassel,Danny Sapani",2013,101,7.0,-9999999,2.32,61.0
-9999999,Into the Forest,"Drama,Sci-Fi,Thriller",,Patricia Rozema,,2015,101,5.9,-9999999,0.01,59.0
963,The Other Boleyn Girl,"Biography,Drama,History",,Justin Chadwick,"Natalie Portman, Scarlett Johansson, Eric Bana,Jim Sturgess",-9999999,115,6.7,88260,26.81,50.0
964,,"Crime,Horror,Thriller","A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead.",,"Sarah Butler, Jeff Branson, Andrew Howard,Daniel Franzese",2010,108,6.3,60133,0.09,27.0
965,,Drama,The lives of three women are unexpectedly changed when they cross paths at a New York Family Court.,,"Viola Davis, Hayden Panettiere, Catalina Sandino Moreno, Ellen Burstyn",2016,104,6.9,280,,72.0
-9999999,Inland Empire,,"As an actress starts to adopt the persona of her character in a film, her world starts to become nightmarish and surreal.",David Lynch,"Laura Dern, Jeremy Irons, Justin Theroux, Karolina Gruszka",2006,180,7.0,44227,,
967,L'odysse,"Adventure,Biography","Highly influential and a fearlessly ambitious pioneer, innovator, filmmaker, researcher and conservationist, Jacques-Yves Cousteau's aquatic adventure covers roughly thirty years of an inarguably rich in achievements life.",Jrme Salle,"Lambert Wilson, Pierre Niney, Audrey Tautou,Laurent Lucas",2016,122,6.7,1810,,70.0
-9999999,The Walk,"Adventure,Biography,Crime",,Robert Zemeckis,"Joseph Gordon-Levitt, Charlotte Le Bon,Guillaume Baillargeon, milie Leclerc",-9999999,123,7.3,-9999999,10.14,
969,Wrecker,"Action,Horror,Thriller",,Micheal Bafaro,,2015,83,3.5,1210,,37.0
-9999999,The Lone Ranger,"Action,Adventure,Western","Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner,Tom Wilkinson",2013,-9999999,6.5,190855,89.29,
971,,,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.,,"Alexandra Daddario, Tania Raymonde, Scott Eastwood, Trey Songz",2013,92,4.8,37060,34.33,62.0
972,Disturbia,,,D.J. Caruso,"Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer",-9999999,105,6.9,193491,80.05,
973,,,,Adam Shankman,"Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin",-9999999,-9999999,5.9,-9999999,38.51,47.0
-9999999,Scream 4,"Horror,Mystery","Ten years have passed, and Sidney Prescott, who has put herself back together thanks in part to her writing, is visited by the Ghostface Killer.",Wes Craven,"Neve Campbell, Courteney Cox, David Arquette, Lucy Hale",-9999999,111,6.2,108544,38.18,52.0
975,Queen of Katwe,"Biography,Drama,Sport",,Mira Nair,"Madina Nalwanga, David Oyelowo, Lupita Nyong'o, Martin Kabanza",2016,124,7.4,6753,8.81,73.0
-9999999,My Big Fat Greek Wedding 2,"Comedy,Family,Romance",,,"Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan",-9999999,94,6.0,20966,59.57,37.0
977,Dark Places,"Drama,Mystery,Thriller",,Gilles Paquet-Brenner,,2015,113,6.2,31634,,39.0
978,Amateur Night,,,Lisa Addario,"Jason Biggs, Janet Montgomery,Ashley Tisdale, Bria L. Murphy",2016,92,5.0,2229,,38.0
979,It's Only the End of the World,Drama,,,"Nathalie Baye, Vincent Cassel, Marion Cotillard, La Seydoux",-9999999,97,7.0,-9999999,,48.0
980,The Skin I Live In,"Drama,Thriller","A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",Pedro Almodvar,"Antonio Banderas, Elena Anaya, Jan Cornet,Marisa Paredes",-9999999,120,7.6,-9999999,3.19,70.0
-9999999,,"Biography,Drama,Family",,Patricia Riggen,"Jennifer Garner, Kylie Rogers, Martin Henderson,Brighton Sharbino",2016,109,7.0,12048,61.69,44.0
-9999999,,,"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",Will Gluck,,2014,118,5.3,27312,85.91,33.0
983,Across the Universe,,The music of the Beatles and the Vietnam War form the backdrop for the romance between an upper-class American girl and a poor Liverpudlian artist.,Julie Taymor,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs",2007,133,7.4,-9999999,24.34,56.0
984,Let's Be Cops,Comedy,,Luke Greenfield,"Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev",2014,104,6.5,-9999999,82.39,30.0
985,Max,,,,"Thomas Haden Church, Josh Wiggins, Luke Kleintank,Lauren Graham",2015,111,6.8,21405,42.65,47.0
-9999999,Your Highness,"Adventure,Comedy,Fantasy","When Prince Fabious's bride is kidnapped, he goes on a quest to rescue her... accompanied by his lazy useless brother Thadeous.",,"Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker",2011,102,5.6,87904,21.56,31.0
