Rank,Title,Genre,Description,Director,Actors,Year,Runtime_Minutes,Rating,Votes,Revenue_Millions,Metascore
-9999999,,"Drama,Fantasy,Horror","From the bitter quest of the Queen of Longtrellis, to two mysterious sisters who provoke the passion of a king, to the King of Highhills obsessed with a giant Flea, these tales are inspired by the fairytales by Giambattista Basile.",,"Salma Hayek, Vincent Cassel, Toby Jones, John C. Reilly",-9999999,-9999999,6.4,17565,0.08,72.0
912,I Am the Pretty Thing That Lives in the House,Thriller,A young nurse takes care of elderly author who lives in a haunted house.,Oz Perkins,,2016,87,4.7,4204,,68.0
-9999999,,"Adventure,Drama,Family",A preteen's life turns upside down when he befriends the new girl in school and they imagine a whole new fantasy world to escape reality.,,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel, Robert Patrick",2007,-9999999,7.2,117297,82.23,74.0
914,,,,,"Emily Baldoni, Maury Sterling, Nicholas Brendon, Elizabeth Gracen",-9999999,-9999999,7.2,66265,0.07,65.0
-9999999,Notorious,,,George Tillman Jr.,"Jamal Woolard, Anthony Mackie, Derek Luke,Momo Dione",2009,122,6.7,-9999999,36.84,60.0
916,Goksung,,,Hong-jin Na,"Jun Kunimura, Jung-min Hwang, Do-won Kwak, Woo-hee Chun",-9999999,-9999999,7.5,-9999999,0.79,81.0
-9999999,The Expendables 2,"Action,Adventure,Thriller",,Simon West,"Sylvester Stallone, Liam Hemsworth, Randy Couture,Jean-Claude Van Damme",-9999999,-9999999,6.6,257395,85.02,51.0
-9999999,,"Crime,Drama,Horror","Based on the Jack Ketchum novel of the same name, The Girl Next Door follows the unspeakable torture and abuses committed on a teenage girl in the care of her aunt...and the boys who witness and fail to report the crime.",,"William Atherton, Blythe Auffarth, Blanche Baker,Kevin Chamberlin",2007,-9999999,6.7,19351,,29.0
-9999999,,,,,"Ben Whishaw, Dustin Hoffman, Alan Rickman,Francesc Albiol",-9999999,147,7.5,-9999999,2.21,56.0
-9999999,The Golden Compass,,"In a parallel universe, young Lyra Belacqua journeys to the far North to save her best friend and other kidnapped children from terrible experiments by a mysterious organization.",,"Nicole Kidman, Daniel Craig, Dakota Blue Richards, Ben Walker",2007,-9999999,6.1,155078,70.08,51.0
-9999999,Centurion,"Action,Adventure,Drama",,,"Michael Fassbender, Dominic West, Olga Kurylenko,Andreas Wisniewski",-9999999,97,6.4,-9999999,0.12,62.0
922,Scouts Guide to the Zombie Apocalypse,"Action,Comedy,Horror","Three scouts, on the eve of their last camp-out, discover the true meaning of friendship when they attempt to save their town from a zombie outbreak.",Christopher Landon,"Tye Sheridan, Logan Miller, Joey Morgan,Sarah Dumont",2015,-9999999,6.3,31651,3.64,32.0
-9999999,17 Again,"Comedy,Drama,Family",Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,Burr Steers,"Zac Efron, Matthew Perry, Leslie Mann, Thomas Lennon",2009,102,6.4,-9999999,64.15,48.0
-9999999,No Escape,,,,,-9999999,103,6.8,57921,27.29,38.0
-9999999,Superman Returns,"Action,Adventure,Sci-Fi",,,"Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden",2006,154,6.1,246797,200.07,72.0
-9999999,The Twilight Saga: Breaking Dawn - Part 1,,,Bill Condon,,-9999999,-9999999,4.9,-9999999,281.28,45.0
-9999999,,Drama,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction.",,,2009,110,7.3,-9999999,47.54,79.0
928,The Sea of Trees,Drama,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,Gus Van Sant,,2015,110,5.9,-9999999,0.02,23.0
929,,,,,,-9999999,-9999999,6.1,3843,,86.0
930,,,,Paul Thomas Anderson,"Philip Seymour Hoffman, Joaquin Phoenix,Amy Adams, Jesse Plemons",-9999999,-9999999,7.1,-9999999,16.38,
-9999999,,"Comedy,Drama,Music",,,"Kenny Wormald, Julianne Hough, Dennis Quaid,Andie MacDowell",-9999999,-9999999,5.9,39380,51.78,58.0
932,,"Drama,Fantasy,Music","Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than she had imagined. The choice is hers if she can go on.",,,-9999999,107,6.8,-9999999,50.46,46.0
933,The Ticket,Drama,,Ido Fluk,,-9999999,-9999999,5.4,924,,52.0
-9999999,Detour,Thriller,,Christopher Smith,"Tye Sheridan, Emory Cohen, Bel Powley,Stephen Moyer",-9999999,-9999999,6.3,2205,,46.0
-9999999,,"Comedy,Horror",A modern-day witch uses spells and magic to get men to fall in love with her.,Anna Biller,,-9999999,120,6.2,-9999999,0.22,82.0
936,Talladega Nights: The Ballad of Ricky Bobby,,,,"Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole",2006,-9999999,6.6,137502,148.21,66.0
-9999999,,Horror,"A mad scientist kidnaps and mutilates a trio of tourists in order to reassemble them into a human centipede, created by stitching their mouths to each others' rectums.",Tom Six,"Dieter Laser, Ashley C. Williams, Ashlynn Yennie, Akihiro Kitamura",2009,-9999999,4.4,60655,0.18,33.0
938,Super,"Comedy,Drama","After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills.",James Gunn,,-9999999,96,6.8,-9999999,0.32,50.0
-9999999,,,,Richie Smyth,,2016,-9999999,7.3,-9999999,,83.0
940,Up in the Air,"Drama,Romance","Ryan Bingham enjoys living out of a suitcase for his job traveling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest and a new hire.",Jason Reitman,,2009,109,7.4,279694,83.81,
-9999999,,,,,"Vinnie Jones, Bradley Cooper, Leslie Bibb, Brooke Shields",-9999999,98,6.1,50255,0.07,58.0
-9999999,,,,,"Kristen Stewart, Robert Pattinson, Taylor Lautner,Xavier Samuel",2010,124,4.9,192740,300.52,58.0
943,,Thriller,,,,-9999999,-9999999,5.8,-9999999,,73.0
-9999999,,,,,,-9999999,-9999999,6.1,62095,13.99,35.0
945,,"Action,Sci-Fi,Thriller",,,"Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Moll",2013,119,6.4,-9999999,42.0,49.0
946,,"Fantasy,Mystery,Thriller",,Christopher Smith,"Melissa George, Joshua McIvor, Jack Taylor,Michael Dorman",2009,-9999999,6.9,72533,,66.0
947,The Butler,,"As Cecil Gaines serves eight presidents during his tenure as a butler at the White House, the civil rights movement, Vietnam, and other major events affect this man's life, family, and American society.",,"Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda",2013,132,7.2,-9999999,116.63,
-9999999,,,"This ripped-from-the-headlines drama covers the early rise of gay porn headliner Sean Paul Lockhart a.k.a. Brent Corrigan, before his falling out with the producer who made him famous. When... See full summary ",,"Garrett Clayton, Christian Slater, Molly Ringwald,James Kelley",2016,-9999999,5.6,-9999999,0.03,48.0
949,After Earth,,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",M. Night Shyamalan,"Jaden Smith, David Denman, Will Smith,Sophie Okonedo",2013,100,4.9,166512,60.52,33.0
-9999999,Kicks,Adventure,"Brandon is a 15 year old whose dream is a pair of fresh Air Jordans. Soon after he gets his hands on them, they're stolen by a local hood, causing Brandon and his two friends to go on a dangerous mission through Oakland to retrieve them.",Justin Tipping,,-9999999,-9999999,6.1,-9999999,0.15,69.0
951,,,,Alfonso Gomez-Rejon,"Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman",-9999999,105,7.8,-9999999,6.74,74.0
-9999999,,"Comedy,Drama",,Alexander Payne,,-9999999,-9999999,7.3,-9999999,82.62,84.0
953,Sex and the City 2,"Comedy,Drama,Romance","While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.",,,2010,-9999999,4.3,62403,95.33,27.0
-9999999,The Kings of Summer,,"Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land.",Jordan Vogt-Roberts,,-9999999,-9999999,7.2,-9999999,1.29,61.0
955,Death Race,,,,"Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane",-9999999,-9999999,6.4,173731,36.06,43.0
956,,"Comedy,Romance",,Tom Gormican,,2014,-9999999,6.2,81823,26.05,36.0
-9999999,,"Action,Fantasy,Horror","When a group of strangers at a dusty roadside diner come under attack by demonic forces, their only chance for survival lies with an archangel named Michael, who informs a pregnant waitress that her unborn child is humanity's last hope.",,,2010,100,5.2,-9999999,40.17,32.0
-9999999,,,,,,2012,109,7.7,-9999999,40.98,68.0
959,,,,McG,,-9999999,117,6.2,73567,30.69,40.0
960,Lucky Number Slevin,"Crime,Drama,Mystery",,,,2006,110,7.8,271940,22.49,53.0
961,Trance,"Crime,Drama,Mystery",,Danny Boyle,,-9999999,101,7.0,97141,2.32,61.0
-9999999,Into the Forest,,"After a massive power outage, two sisters learn to survive on their own in their isolated woodland home.",,"Ellen Page, Evan Rachel Wood, Max Minghella,Callum Keith Rennie",-9999999,-9999999,5.9,10220,0.01,59.0
963,The Other Boleyn Girl,,Two sisters contend for the affection of King Henry VIII.,Justin Chadwick,"Natalie Portman, Scarlett Johansson, Eric Bana,Jim Sturgess",-9999999,115,6.7,-9999999,26.81,50.0
-9999999,I Spit on Your Grave,,"A writer who is brutalized during her cabin retreat seeks revenge on her attackers, who left her for dead.",Steven R. Monroe,"Sarah Butler, Jeff Branson, Andrew Howard,Daniel Franzese",-9999999,-9999999,6.3,60133,0.09,27.0
965,Custody,,,James Lapine,,-9999999,-9999999,6.9,-9999999,,72.0
-9999999,Inland Empire,"Drama,Mystery,Thriller","As an actress starts to adopt the persona of her character in a film, her world starts to become nightmarish and surreal.",David Lynch,,-9999999,180,7.0,-9999999,,
-9999999,,,,Jrme Salle,"Lambert Wilson, Pierre Niney, Audrey Tautou,Laurent Lucas",-9999999,122,6.7,-9999999,,70.0
968,The Walk,,"In 1974, high-wire artist Philippe Petit recruits a team of people to help him realize his dream: to walk the immense void between the World Trade Center towers.",,"Joseph Gordon-Levitt, Charlotte Le Bon,Guillaume Baillargeon, milie Leclerc",-9999999,123,7.3,-9999999,10.14,
969,Wrecker,,,Micheal Bafaro,,2015,-9999999,3.5,-9999999,,37.0
-9999999,,,,,"Johnny Depp, Armie Hammer, William Fichtner,Tom Wilkinson",-9999999,150,6.5,-9999999,89.29,
971,,,,,,2013,92,4.8,37060,34.33,62.0
-9999999,,"Drama,Mystery,Thriller",A teen living under house arrest becomes convinced his neighbor is a serial killer.,,"Shia LaBeouf, David Morse, Carrie-Anne Moss, Sarah Roemer",-9999999,105,6.9,193491,80.05,
-9999999,,"Comedy,Drama,Musical","A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.",Adam Shankman,"Julianne Hough, Diego Boneta, Tom Cruise, Alec Baldwin",2012,123,5.9,-9999999,38.51,47.0
974,Scream 4,,,,,2011,-9999999,6.2,108544,38.18,52.0
975,Queen of Katwe,,,,"Madina Nalwanga, David Oyelowo, Lupita Nyong'o, Martin Kabanza",-9999999,-9999999,7.4,-9999999,8.81,73.0
976,My Big Fat Greek Wedding 2,"Comedy,Family,Romance",,Kirk Jones,"Nia Vardalos, John Corbett, Michael Constantine, Lainie Kazan",-9999999,-9999999,6.0,-9999999,59.57,37.0
-9999999,,,"Libby Day was only eight years old when her family was brutally murdered in their rural Kansas farmhouse. Almost thirty years later, she reluctantly agrees to revisit the crime and uncovers the wrenching truths that led up to that tragic night.",Gilles Paquet-Brenner,"Charlize Theron, Nicholas Hoult, Christina Hendricks, Chlo Grace Moretz",-9999999,-9999999,6.2,-9999999,,39.0
-9999999,,Comedy,,Lisa Addario,"Jason Biggs, Janet Montgomery,Ashley Tisdale, Bria L. Murphy",2016,92,5.0,-9999999,,38.0
-9999999,It's Only the End of the World,,"Louis (Gaspard Ulliel), a terminally ill writer, returns home after a long absence to tell his family that he is dying.",Xavier Dolan,"Nathalie Baye, Vincent Cassel, Marion Cotillard, La Seydoux",2016,97,7.0,10658,,48.0
-9999999,,,"A brilliant plastic surgeon, haunted by past tragedies, creates a type of synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.",,,2011,-9999999,7.6,108772,3.19,70.0
-9999999,,,A young girl suffering from a rare digestive disorder finds herself miraculously cured after surviving a terrible accident.,,,2016,109,7.0,12048,61.69,44.0
-9999999,Annie,,"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",Will Gluck,"Quvenzhan Wallis, Cameron Diaz, Jamie Foxx, Rose Byrne",-9999999,118,5.3,-9999999,85.91,33.0
983,,,,,,2007,-9999999,7.4,-9999999,24.34,56.0
-9999999,Let's Be Cops,Comedy,,,,2014,-9999999,6.5,-9999999,82.39,30.0
-9999999,,,A Malinois dog that helped American Marines in Afghanistan returns to the United States and is adopted by his handler's family after suffering a traumatic experience.,Boaz Yakin,,-9999999,111,6.8,-9999999,42.65,47.0
986,Your Highness,"Adventure,Comedy,Fantasy","When Prince Fabious's bride is kidnapped, he goes on a quest to rescue her... accompanied by his lazy useless brother Thadeous.",,,-9999999,102,5.6,-9999999,21.56,31.0
-9999999,,,,Steven Quale,,2011,92,5.9,88000,42.58,50.0
988,Endless Love,,The story of a privileged girl and a charismatic boy whose instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,Shana Feste,"Gabriella Wilde, Alex Pettyfer, Bruce Greenwood,Robert Patrick",-9999999,-9999999,6.3,-9999999,23.39,30.0
989,,,"A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity.",Pascal Laugier,,-9999999,99,7.1,-9999999,,89.0
-9999999,,,,Ava DuVernay,,2014,128,7.5,67637,52.07,
-9999999,,"Action,Adventure,Fantasy","An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",,,2009,-9999999,6.6,-9999999,45.8,44.0
992,Taare Zameen Par,,,,"Darsheel Safary, Aamir Khan, Tanay Chheda, Sachet Engineer",2007,-9999999,8.5,-9999999,1.2,42.0
-9999999,Take Me Home Tonight,"Comedy,Drama,Romance","Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",,,-9999999,97,6.3,45419,6.92,
994,,,,,"Milla Jovovich, Ali Larter, Wentworth Miller,Kim Coates",2010,-9999999,5.9,-9999999,60.13,37.0
995,Project X,Comedy,,,,-9999999,88,6.7,164088,54.72,48.0
996,Secret in Their Eyes,"Crime,Drama,Mystery","A tight-knit team of rising investigators, along with their supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",Billy Ray,,2015,-9999999,6.2,-9999999,,45.0
997,,Horror,,,"Lauren German, Heather Matarazzo, Bijou Phillips, Roger Bart",-9999999,94,5.5,-9999999,17.54,46.0
-9999999,Step Up 2: The Streets,"Drama,Music,Romance",,,"Robert Hoffman, Briana Evigan, Cassie Ventura, Adam G. Sevani",-9999999,-9999999,6.2,-9999999,58.01,50.0
-9999999,Search Party,,A pair of friends embark on a mission to reunite their pal with the woman he was going to marry.,,,-9999999,93,5.6,4881,,22.0
1000,,"Comedy,Family,Fantasy",A stuffy businessman finds himself trapped inside the body of his family's cat.,,,2016,-9999999,5.3,-9999999,19.64,11.0
-9999999,,,A transgender becomes demon to take revenge,,"akshay kumar, kiyara advani",-9999999,101,6.1,4563,150.17,32.0
