V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,Class
7.4,,0.32,3.7,0.032,29.0,,,3.1,0.67,12.5,
6.2,0.2,0.25,15.0,,8.0,120.0,0.99767,,0.53,,4
6.1,,0.47,,0.049,50.0,,,3.19,0.45,9.5,
6.2,,,6.5,0.048,61.0,186.0,,3.19,0.45,9.6,
6.1,0.3,,1.4,0.049,,187.0,0.9927,3.19,,9.5,3
,0.34,,6.3,0.047,,186.0,0.99481,,,,
,0.16,0.3,13.7,,33.0,168.0,0.99825,2.9,,,
7.4,0.16,0.3,,0.056,,168.0,,2.9,0.44,8.7,5
7.4,0.16,0.3,13.7,,33.0,168.0,0.99825,2.9,0.44,8.7,
7.4,0.16,,,0.056,33.0,168.0,0.99825,,0.44,8.7,5
7.4,0.16,0.3,13.7,,33.0,168.0,,2.9,,8.7,5
7.4,0.16,0.3,,0.056,33.0,,0.99825,2.9,0.44,8.7,5
,0.26,0.38,1.5,0.061,12.0,,,3.18,0.46,10.4,3
7.0,,0.35,1.6,0.063,,119.0,,3.22,0.5,10.7,
6.6,0.22,0.35,1.4,0.05,23.0,,0.99019,3.17,0.48,,
,,,,0.044,35.0,158.0,0.98998,3.19,,12.1,
6.3,0.17,,1.0,0.04,39.0,,0.98886,3.31,0.4,13.1,6
,0.19,,1.4,,30.0,104.0,0.98998,3.32,,12.4,4
6.7,0.21,0.34,1.5,0.035,45.0,123.0,0.98949,3.24,0.36,12.6,5
,0.16,,13.7,0.056,33.0,,,2.9,0.44,,
6.6,0.22,0.37,1.6,,31.0,101.0,0.99009,3.15,,12.0,
,0.34,0.27,5.2,0.06,14.0,,0.99252,3.27,0.57,,
7.1,0.34,,1.4,0.174,,,,2.92,0.5,9.3,3
,0.24,0.22,11.9,0.05,65.0,,0.99659,,,9.3,4
6.9,0.35,0.39,2.4,,,,0.99133,,0.54,11.1,5
6.8,,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69,10.2,4
6.4,,0.33,1.7,0.037,,113.0,,,0.66,,4
,,0.33,4.2,0.038,49.0,133.0,0.99107,3.16,,11.3,5
,0.24,0.4,15.4,,81.0,,0.9986,3.2,0.69,9.4,3
6.5,0.31,,,0.053,,123.0,0.99708,3.09,0.5,9.3,
6.6,0.25,0.32,,0.039,15.0,68.0,,2.96,,11.1,4
7.5,0.38,0.56,9.7,0.055,,,,,0.65,9.9,
,0.3,,2.5,0.041,29.0,82.0,0.99065,,,11.8,5
6.4,0.33,,4.0,0.04,24.0,,0.9903,,0.64,12.6,5
6.9,,0.4,,0.052,81.0,198.0,0.9986,3.2,,,3
,0.27,0.32,1.2,,23.0,,0.99236,3.06,,10.5,3
5.9,0.24,0.34,2.0,,40.0,108.0,0.98948,,0.5,,4
5.3,0.33,0.3,1.2,0.048,,119.0,,3.32,,,4
6.4,0.21,0.21,,0.097,21.0,,0.9939,3.07,,9.6,3
,0.22,,,0.04,14.0,,0.98985,3.2,0.33,12.0,4
7.8,0.27,0.35,1.2,0.05,36.0,140.0,0.99138,3.09,0.45,11.2,
,,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2,4
8.1,,0.33,,,26.0,100.0,,2.98,,,4
,0.2,,6.5,0.044,28.0,,0.99348,,0.33,10.2,4
,0.45,0.24,,0.04,24.0,87.0,0.98862,2.94,0.38,13.4,6
5.8,0.22,0.29,,0.036,25.0,68.0,0.98865,3.24,0.35,12.6,4
6.3,0.3,0.48,7.4,,,149.0,,3.18,0.53,9.8,3
7.9,,,12.9,0.049,63.0,139.0,,2.94,,9.1,3
8.1,0.27,0.33,,0.045,,100.0,0.99066,2.98,,,4
8.0,,0.33,1.2,0.044,28.0,,0.99035,3.03,,12.5,
6.7,,0.27,,0.033,,,,3.05,0.34,11.7,
,0.24,,,0.044,,113.0,0.99013,3.29,0.46,12.9,4
,0.3,,,0.054,,183.0,0.99266,3.3,,,3
6.9,0.26,0.38,,0.044,33.0,139.0,0.99517,3.06,0.5,10.3,
,,,2.6,0.033,,85.0,0.99086,3.05,0.34,11.7,
5.9,0.32,0.2,,,29.0,,0.99666,3.24,,,4
,0.25,,,0.036,42.0,107.0,0.991,3.34,,10.8,5
,0.23,0.29,,0.023,,89.0,0.99068,3.25,0.51,11.2,
,0.23,,,0.024,26.0,102.0,0.99084,3.29,0.6,11.8,
,0.17,0.21,,0.05,26.0,134.0,0.9939,3.08,,,
7.1,0.38,0.42,,0.041,32.0,193.0,,3.04,0.49,10.0,4
6.6,0.31,0.37,6.2,,,,0.99602,3.24,0.39,,2
6.5,,,1.4,0.142,5.0,69.0,0.9926,3.14,0.52,,2
,,0.24,12.1,0.056,68.0,210.0,,3.05,0.5,,3
7.0,0.44,0.24,12.1,,,,,3.05,,,3
,,0.24,12.1,0.056,68.0,210.0,0.99718,,0.5,9.5,
6.1,0.38,,,0.06,27.0,113.0,0.99344,3.07,,9.2,
,0.33,0.32,4.6,0.041,31.0,,0.99184,,0.74,,
,0.44,0.24,12.1,,68.0,210.0,0.99718,,0.5,9.5,3
6.0,0.19,,1.2,0.046,,92.0,0.99033,3.22,0.53,11.3,4
6.3,0.28,0.34,,,44.0,,0.99248,3.26,0.29,12.1,
6.1,0.38,0.14,,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,2
,0.43,0.11,1.1,,6.0,51.0,0.99076,3.51,0.48,11.2,2
,,0.35,,0.029,26.0,87.0,0.99092,,0.44,12.5,5
,0.345,,10.1,,38.0,187.0,0.99486,3.31,0.56,10.6,3
,,,10.7,,,,0.99464,,,,5
,,0.27,3.2,,16.0,93.0,0.99235,,0.53,10.1,5
,0.29,0.23,12.4,0.048,33.0,201.0,0.99612,3.11,0.56,9.9,
6.3,0.26,,5.2,,,,,,0.68,11.0,
,0.22,0.23,5.0,,10.0,122.0,,,,10.0,4
7.5,0.35,0.37,2.5,0.066,29.0,89.0,0.98964,,0.42,12.7,
6.6,0.39,0.28,9.2,0.036,10.0,,0.99206,,0.35,,
,0.23,,,0.052,23.0,,,3.23,0.46,10.4,4
6.3,0.22,,,,23.0,120.0,0.99204,3.24,,10.4,4
6.4,0.29,0.18,15.0,0.04,,116.0,0.99736,,0.5,9.2,
6.4,0.29,0.18,,0.04,21.0,,,3.14,0.5,,3
7.5,,,1.2,0.03,27.0,80.0,0.99192,3.05,0.68,10.5,3
,0.29,0.18,,0.04,,116.0,0.99736,3.14,,9.2,3
5.7,,0.36,,0.041,38.0,,0.99002,,0.98,,
6.5,0.26,0.24,10.8,0.042,47.0,130.0,,,0.4,10.1,4
,0.27,,3.9,0.034,62.0,140.0,0.99237,3.1,0.59,11.1,4
,0.22,0.29,,0.037,,144.0,0.99214,,0.74,,
6.8,,0.26,2.0,0.019,23.5,,0.99041,3.16,0.47,,4
7.6,0.36,0.48,13.5,,44.0,116.0,,,0.48,9.2,3
7.6,0.35,0.47,13.3,0.037,42.0,116.0,0.99822,,,9.2,3
,0.18,0.26,2.2,,21.0,95.0,0.9893,3.07,,12.3,
,0.36,0.47,1.4,0.145,,124.0,0.99274,3.09,0.56,10.1,4
5.9,0.14,0.2,1.6,0.04,26.0,114.0,0.99105,,,,4
5.5,,0.19,,0.044,,161.0,0.99209,,0.43,10.4,4
,0.11,0.26,,0.053,44.0,,0.99676,,0.35,9.8,4
7.0,0.24,0.24,,,,91.0,,,,,4
,0.11,0.26,,0.053,,,0.99676,3.2,,9.8,
,0.47,0.1,1.3,,,,0.99082,,0.54,11.2,
7.5,,0.24,9.9,,25.0,115.0,0.99567,3.15,0.46,10.9,3
,0.33,0.26,5.1,0.051,16.0,,0.99416,3.15,0.41,9.2,3
6.0,,0.26,5.1,0.051,16.0,119.0,,3.15,,9.2,3
,0.32,0.23,,0.033,,121.0,0.9887,,0.35,12.0,3
5.8,0.3,0.23,1.5,0.034,37.0,121.0,0.98871,,,12.1,4
3.8,0.31,,11.1,0.036,20.0,114.0,,,0.44,12.4,4
6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,,11.2,4
6.0,0.31,0.27,,0.042,,120.0,0.98952,3.32,,12.7,
6.9,0.52,0.54,,,,169.0,0.99267,3.26,,12.2,4
,0.55,,8.0,,19.0,164.0,,3.26,0.46,,4
5.8,,0.16,1.4,,,99.0,0.98912,,0.37,12.2,
6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,4
,0.31,,,,19.0,120.0,,,0.41,12.7,5
6.0,0.29,0.27,2.3,0.044,20.0,117.0,0.9895,3.31,0.41,12.7,
,0.22,,,,27.0,146.0,0.98999,3.17,0.36,12.1,
7.1,0.46,0.23,13.7,0.045,44.0,,0.9981,,,9.4,3
,,,9.9,0.041,64.0,174.0,0.995,3.07,0.5,10.1,
6.9,0.42,0.2,15.4,0.043,,201.0,0.99848,3.08,0.54,9.4,3
,,,16.0,,,113.0,0.99862,,0.46,8.9,
5.7,0.22,0.2,,,,,,3.22,0.46,8.9,4
,,0.2,,0.044,41.0,113.0,0.99862,,0.46,8.9,
,0.22,0.2,,0.044,41.0,,0.99862,3.22,0.46,,
5.2,,0.2,2.4,,27.0,117.0,0.98886,,0.45,13.0,5
7.2,0.22,,5.5,,,183.0,0.99474,3.08,0.5,10.3,3
,0.18,0.29,2.3,,5.0,,0.99126,,0.45,10.1,
6.2,0.24,,16.8,0.04,48.0,129.0,0.99691,3.23,0.38,,4
5.7,,,,0.044,41.0,113.0,0.99862,,,8.9,4
5.7,0.26,,17.8,0.059,23.0,,0.99773,3.3,0.5,,
5.7,0.26,,17.8,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,,4
6.0,0.2,0.26,,0.049,22.0,93.0,0.9928,3.15,,11.0,4
6.0,,0.26,6.8,0.049,,,0.9928,3.15,0.42,11.0,4
6.0,,0.26,6.8,0.049,22.0,93.0,,3.15,,11.0,4
,0.28,0.17,1.6,0.046,,,0.99288,,0.43,,3
,,0.33,4.7,0.03,25.0,76.0,0.99202,2.88,,10.5,
,0.26,0.27,11.8,0.048,,,0.99606,2.87,,,4
5.7,0.26,,,,23.0,124.0,0.99773,3.3,,10.1,
7.2,,0.36,15.7,,68.0,183.0,0.99922,3.25,0.76,9.4,
6.9,0.22,,5.8,,20.0,119.0,,3.17,0.55,11.2,4
7.2,,0.36,,0.045,,183.0,,3.25,0.76,9.4,
7.4,0.22,0.28,9.0,0.046,22.0,121.0,,3.1,,,
7.2,0.21,,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,
,0.22,,5.8,0.041,20.0,119.0,0.99296,,0.55,11.2,4
7.0,0.2,0.35,,0.037,31.0,103.0,0.99388,3.13,0.49,,
5.6,,0.0,10.2,,13.0,,0.99315,,,,4
6.3,0.28,0.3,,,,154.0,0.99478,3.1,,9.4,4
6.4,0.29,,6.5,0.209,62.0,156.0,0.99478,3.1,,9.4,3
7.2,0.34,,8.9,0.105,22.0,155.0,0.99692,3.01,0.58,9.5,3
7.1,0.39,0.39,11.1,0.034,,,,3.05,0.52,10.0,
6.9,,,4.2,0.043,33.0,,0.9902,3.16,0.31,,
,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,3.39,0.59,10.9,4
5.9,0.25,0.24,7.4,,21.0,113.0,0.99462,3.38,0.58,10.5,4
6.1,0.24,0.27,11.5,0.05,,133.0,0.99476,3.22,0.37,,4
6.5,0.22,0.27,,0.039,,116.0,,3.38,0.57,11.0,
6.2,0.26,0.29,2.0,,16.0,,0.99081,3.33,0.61,11.8,
6.6,,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.71,12.6,4
5.6,0.225,0.24,9.8,,59.0,140.0,0.99545,,,10.2,4
,,0.28,,0.046,33.0,103.0,0.98997,,0.31,,3
6.9,0.26,0.29,,0.043,33.0,114.0,0.9902,,,12.5,4
6.4,0.27,0.3,1.6,,19.0,,0.99089,,0.65,,4
,0.41,,,0.035,23.0,117.0,,,0.39,11.94,5
6.7,0.41,0.24,5.4,0.035,,,0.9901,3.12,0.44,12.893333,5
7.2,0.585,0.2,10.4,0.086,17.0,,0.99681,3.13,0.4,9.4,3
6.7,0.34,0.26,,,58.0,,,3.0,0.47,12.2,5
6.3,,0.22,,,23.0,117.0,0.99172,3.2,0.39,11.94,
6.7,0.41,,,,33.0,115.0,,3.12,,12.893333,5
6.4,0.26,0.35,7.7,0.056,45.0,,0.99527,,,9.5,3
,0.28,0.22,11.5,0.036,,150.0,,,,10.6,4
7.4,0.16,0.33,1.2,0.042,47.0,121.0,0.99198,3.04,0.68,,5
8.4,0.27,0.3,2.2,0.037,,129.0,0.99085,,0.3,,4
5.9,,0.28,,0.043,,100.0,0.99033,,,,4
6.4,,0.26,8.2,0.054,47.0,182.0,0.99538,,0.5,9.5,3
7.4,0.38,,8.3,,44.0,168.0,0.99627,3.11,,9.2,3
,0.24,,8.2,0.054,,182.0,0.99538,3.12,0.5,9.5,3
6.4,0.42,0.19,,0.043,,145.0,0.99433,3.23,0.53,10.98,3
6.4,0.23,,,0.054,47.0,,0.9954,3.12,,9.4,3
,,0.26,8.2,0.054,,,0.99538,,0.5,9.5,3
,,0.34,8.3,,44.0,168.0,,,0.52,,3
,0.19,,,,45.0,,0.99807,,0.41,8.8,
7.3,0.19,0.27,13.9,0.057,,,0.99807,,,8.8,6
,,,,,45.0,,,2.94,0.41,8.8,6
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,
7.3,,,13.9,0.057,,155.0,,2.94,,8.8,
7.3,,0.27,13.9,,45.0,,0.99807,,,8.8,6
7.3,0.19,0.27,13.9,0.057,,155.0,,2.94,,8.8,
,,0.29,2.0,0.044,15.0,,,3.23,0.64,10.4,6
,0.19,0.27,,0.057,45.0,155.0,0.99807,2.94,,8.8,6
7.4,0.27,0.52,15.7,0.054,,139.0,,,0.62,10.033333,4
,0.28,,,0.052,,,0.99108,,0.69,11.3,4
,0.22,0.25,1.5,,21.0,109.0,,,0.58,10.4,4
6.7,,0.69,,0.176,36.0,106.0,0.99288,2.96,0.43,9.2,4
7.1,0.2,0.35,3.2,0.034,21.0,,0.99195,,0.54,11.1,4
6.7,0.27,0.69,1.2,0.176,,106.0,,2.96,0.43,9.2,4
7.1,,0.3,2.6,,62.0,148.0,0.99121,3.03,,11.3,5
7.6,,,13.2,,,,0.99839,2.98,,,4
7.2,0.34,0.28,,0.108,,187.0,0.99738,,,9.4,3
7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.98963,2.82,0.59,,4
6.4,0.31,0.28,,0.039,34.0,,0.98946,3.22,,12.7,4
7.3,0.28,,,,,148.0,0.99178,,0.47,10.7,3
7.4,0.16,0.3,1.4,0.064,,,,,0.42,,4
,,0.27,7.4,,48.0,169.0,,3.27,,11.1,4
6.4,,0.28,,0.039,,137.0,0.98946,3.22,,12.7,4
6.2,0.29,,5.6,0.046,,178.0,,3.25,,10.533333,
5.9,0.28,,3.6,0.04,,194.0,0.9912,,0.52,11.6,4
6.5,0.23,0.2,7.5,0.05,,179.0,0.99504,3.18,,,3
7.2,,,5.8,0.062,,,,3.17,0.44,9.8,
7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,
,0.2,0.33,1.5,0.039,36.0,,0.99008,3.22,0.65,,
6.2,0.24,,2.9,0.039,,123.0,,3.12,0.37,12.8,4
7.1,,0.25,11.2,0.048,,136.0,0.99663,3.14,0.4,9.5,
,0.29,,9.65,0.041,,119.0,0.99334,,,10.933333,4
6.3,0.19,,,,63.0,,,2.86,,9.1,3
5.9,0.29,0.28,,,16.0,117.0,0.98959,3.26,0.42,12.6,
,0.31,,11.2,,,136.0,0.99663,3.14,0.4,,
,0.3,0.28,,0.041,29.0,109.0,,,,10.9,4
6.4,0.29,0.21,,0.041,36.0,119.0,0.99334,2.99,0.34,10.933333,
,0.22,0.19,4.5,0.096,16.0,,,,0.44,9.6,
7.0,0.23,0.28,,0.053,16.0,92.0,0.99372,3.18,0.56,,3
7.1,,,3.5,0.038,,112.0,0.99157,3.05,0.37,11.366667,4
6.1,0.26,,1.7,,24.0,98.0,0.98918,3.14,0.44,12.5,
6.4,,0.21,,0.051,46.0,171.0,0.9932,,0.5,,
6.0,0.32,0.32,4.8,0.041,40.0,,0.99235,3.22,0.54,11.0,
6.1,0.34,0.21,5.0,0.042,,133.0,0.99373,3.02,0.53,9.4,3
6.5,,0.27,2.6,0.035,32.0,,0.9914,,0.76,11.333333,
,0.315,,6.6,,9.0,126.0,0.99494,2.94,,8.8,3
6.1,0.34,0.21,5.0,,,133.0,0.99373,3.02,0.53,9.4,3
,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,11.066667,4
,0.3,0.27,,0.058,,151.0,0.99198,3.22,0.49,12.2,4
7.0,0.24,0.26,,0.041,31.0,,,3.2,0.53,11.0,4
6.5,0.13,,2.6,0.035,32.0,76.0,0.9914,3.21,,11.333333,4
,0.26,,8.2,0.05,51.0,182.0,0.99542,,0.48,,3
6.4,,0.21,8.2,0.05,,,0.99542,3.23,,,3
,0.27,0.31,5.0,0.043,54.0,170.0,,3.28,0.52,11.0,4
7.1,,,,0.039,34.0,97.0,0.99112,3.11,,,
6.7,0.26,0.29,,0.036,28.0,,0.99534,3.08,0.36,9.3,
6.3,0.28,,9.5,0.04,30.0,111.0,0.99338,3.05,0.31,10.8,
6.2,,0.44,15.8,0.057,39.0,,,,0.51,,
,,0.37,15.5,,70.0,203.0,,3.25,,9.4,
,0.25,0.44,15.8,,39.0,,,3.14,,9.2,3
6.4,,0.28,17.05,,53.0,,,,,,4
,0.2,0.26,12.7,0.046,60.0,143.0,0.99526,3.26,0.35,10.8,4
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,,3
7.4,0.27,,11.8,0.053,55.0,,0.99699,,0.6,,3
,0.27,0.26,,0.053,55.0,173.0,,,,9.8,3
7.4,,,,0.053,55.0,,0.99699,,0.6,9.8,
6.6,,,12.3,0.051,35.0,,0.99676,,,9.4,3
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,,0.6,9.8,3
,0.38,0.29,13.6,0.041,30.0,,,3.02,,12.1,
6.8,0.43,,5.2,0.043,40.0,176.0,,,0.41,12.3,4
5.2,0.22,0.46,6.2,0.066,,187.0,0.99362,3.19,0.42,9.733333,3
5.9,0.29,0.16,7.9,,,197.0,,3.21,0.36,9.4,3
5.9,0.29,,7.9,,48.0,,0.99512,3.21,0.36,,3
6.3,,0.29,,0.037,32.0,140.0,,3.17,0.36,,5
6.3,0.19,0.32,2.8,,,80.0,0.99043,2.92,0.47,,4
,0.29,0.16,,0.044,48.0,,0.99512,,0.36,9.4,3
6.3,,,3.3,0.037,32.0,140.0,,3.17,0.36,12.8,
,0.24,0.47,6.3,0.069,35.0,,0.99391,3.11,0.46,9.733333,
5.8,,,4.9,,22.0,86.0,0.98963,,0.58,13.1,
7.1,0.27,0.27,10.4,0.041,,114.0,,3.04,0.52,,5
5.8,0.3,0.38,,0.039,22.0,86.0,0.98963,,0.58,13.1,5
7.1,,0.27,10.4,0.041,26.0,114.0,,3.04,,11.5,5
6.3,,0.22,16.0,,26.0,141.0,,3.08,0.5,9.1,
5.7,0.24,,6.3,0.069,35.0,182.0,0.99391,,0.46,9.75,3
6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,,0.48,,
6.6,0.22,0.23,17.3,,37.0,118.0,,,,8.8,4
,,,17.3,0.047,37.0,118.0,,3.08,,,4
6.6,,0.23,,0.047,37.0,118.0,,,0.46,8.8,4
,0.22,0.23,17.3,0.047,37.0,,0.99906,3.08,,8.8,
6.2,0.22,,2.2,0.04,,125.0,0.9917,3.19,,,4
6.2,0.22,0.28,,0.04,,125.0,,3.19,0.48,10.5,
6.6,0.22,0.23,17.3,0.047,,118.0,,3.08,0.46,8.8,
6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.99415,,0.49,9.9,4
,0.21,0.52,,0.047,28.0,123.0,0.99418,,0.49,9.9,4
,0.32,0.26,12.3,0.044,24.0,205.0,0.99611,3.11,0.58,9.9,
,0.44,,,0.038,33.0,166.0,,3.2,0.42,12.2,4
,,0.34,2.8,0.042,59.5,162.0,,,0.47,10.8,
,,0.59,13.6,,60.0,134.0,0.99886,,,8.7,3
6.6,0.38,,,0.043,17.0,67.0,,,0.47,,
,,0.26,5.4,,,94.0,,3.15,,,4
,,0.26,10.9,0.06,55.0,193.0,0.9969,,,,
,0.24,0.24,1.7,0.045,,161.0,0.99196,3.25,0.53,11.2,
6.5,0.29,0.3,,0.051,25.0,,0.99339,3.24,0.56,11.333333,4
6.7,0.28,0.28,4.5,0.051,,92.0,0.99224,3.36,,11.9,4
,0.29,,9.15,0.051,25.0,,0.99339,3.24,0.56,,4
,0.21,0.19,1.4,,,131.0,0.99184,3.22,,10.5,3
,0.47,,5.9,,,125.0,,,,9.8,3
6.7,0.34,0.31,,,20.0,,0.99834,3.06,0.54,,
6.6,0.27,0.25,,0.033,,111.0,0.98918,3.16,0.37,,
,,0.31,16.4,0.051,20.0,146.0,0.99834,3.06,0.54,9.1,3
7.2,0.47,0.16,,0.048,14.0,125.0,,,0.49,,3
5.0,0.35,0.25,7.8,0.031,24.0,116.0,0.99241,3.39,0.4,,
,0.35,0.25,7.8,,,116.0,,3.39,0.4,,4
,,,2.8,0.024,31.0,111.0,0.98816,,0.34,,4
6.6,0.38,0.29,2.9,,15.0,101.0,0.98916,3.04,,,4
,0.3,0.25,,0.045,,122.0,,3.18,,10.3,3
,,0.22,12.8,,,,0.99535,3.23,0.43,10.7,4
6.9,,0.25,12.2,0.04,,136.0,0.99552,,,10.4,4
,0.3,0.19,7.7,0.049,47.0,184.0,0.99514,3.22,0.48,9.5,3
6.3,0.39,0.22,2.8,,,173.0,0.99304,3.24,0.45,,3
,,0.29,2.9,0.035,,101.0,0.98916,3.04,,,4
6.6,,0.26,17.3,0.051,,149.0,,3.0,0.43,9.4,4
6.0,0.28,,19.3,,36.0,174.0,0.99911,,0.5,9.0,
,0.28,0.29,19.3,,,174.0,0.99911,3.14,0.5,9.0,3
,,0.29,19.3,0.051,36.0,,0.99911,,,9.0,
6.6,0.35,0.26,,0.045,19.0,129.0,0.98952,3.24,0.48,13.0,5
,0.22,0.18,,0.041,28.0,120.0,0.99403,3.27,0.5,,3
6.6,,0.26,,0.051,17.0,,0.9984,3.0,0.43,9.4,4
,,,2.4,,29.0,157.0,,3.27,0.56,10.6,
,0.42,0.2,2.8,,,109.0,0.98968,3.23,0.47,13.4,4
6.7,0.32,0.32,,0.031,31.0,114.0,,,0.35,12.5,4
6.6,0.26,,15.4,0.053,32.0,141.0,0.9981,3.11,0.49,9.3,3
,0.26,0.56,15.4,0.053,32.0,141.0,,3.11,0.49,9.3,3
6.2,,0.24,,,34.0,,,,0.52,11.0,
,0.25,,6.6,0.054,40.0,158.0,0.99378,,0.48,,3
,0.21,,1.2,,31.0,,0.99036,3.24,,11.3,4
6.4,,,2.1,0.042,35.0,100.0,,,,,4
4.7,0.145,0.29,1.0,0.042,35.0,,0.9908,3.76,0.49,,4
,0.2,0.28,1.1,0.039,24.0,78.0,0.9899,,0.47,12.1,4
7.0,,,1.4,0.039,12.0,83.0,,,,11.1,3
,,0.2,1.6,,,140.0,0.99356,3.11,,9.8,3
5.7,0.25,,9.8,,,,,3.2,,10.1,4
5.7,,0.33,1.9,0.036,37.0,110.0,0.98945,3.26,,12.4,
6.0,0.2,,1.3,,37.0,104.0,0.98865,3.11,0.52,12.7,
6.4,,0.26,7.9,0.05,53.0,180.0,0.99514,,0.5,9.6,3
6.4,,0.26,7.9,0.05,,180.0,0.99514,3.14,,,3
6.0,,,,0.053,,,0.9943,3.24,0.46,9.1,3
5.9,0.22,0.45,22.6,0.12,55.0,,0.99636,3.1,0.35,12.8,3
6.4,,0.26,,0.05,53.0,180.0,,3.14,0.5,9.6,
6.2,0.3,0.33,,0.037,37.0,155.0,,3.18,0.37,,4
,0.28,0.18,,,7.0,108.0,0.99288,3.23,,9.55,2
,0.555,0.26,4.5,0.053,,126.0,0.9943,,,,3
6.7,0.31,0.33,,0.033,12.0,74.0,0.99064,3.29,,12.5,4
6.4,0.15,0.25,,,13.0,68.0,0.99394,3.16,,9.9,
,,0.28,0.9,0.045,32.0,87.0,0.99175,3.47,0.52,11.2,
6.7,0.48,0.49,,,28.0,122.0,0.98926,3.13,,13.0,
,,0.49,2.9,0.03,,122.0,0.98926,3.13,,,4
5.8,0.3,0.33,3.5,,,116.0,,3.2,0.44,11.7,4
6.1,0.28,,4.2,,13.0,95.0,0.98898,,,13.1,4
6.0,,0.37,9.7,0.032,17.0,50.0,,,0.66,12.0,4
6.8,0.31,0.25,10.5,0.043,30.0,,,3.36,,,4
,0.24,,1.1,0.046,,84.0,0.9902,3.04,0.39,11.45,4
6.8,0.23,,16.1,,,,0.9988,,0.64,10.2,
7.5,0.24,0.29,,0.046,34.0,,0.9902,3.04,0.39,11.45,4
,,0.3,,,60.0,,0.9958,,,9.3,
6.8,,,,,22.0,106.0,,3.09,0.54,10.8,
5.2,,0.26,7.7,0.053,20.0,103.0,,3.27,,,
7.8,0.27,0.33,2.4,,36.0,175.0,0.992,3.2,,11.0,
6.6,0.54,,16.3,0.055,41.0,,0.9986,3.35,0.54,,4
7.1,0.25,0.31,,0.05,32.0,156.0,,3.14,0.51,11.4,4
,0.61,0.01,,,31.0,104.0,0.9909,3.26,0.72,14.05,
,0.32,0.23,8.5,0.051,20.0,,0.9943,3.03,,10.7,
6.4,,0.23,6.0,0.051,50.0,162.0,0.994,3.15,0.52,,3
,0.19,0.28,,0.044,,100.0,0.9904,3.22,,11.2,
5.1,,0.13,,0.036,17.0,73.0,,3.4,0.51,12.333333,3
5.8,0.26,0.3,2.6,,,129.0,,,0.38,11.5,
,0.23,,,0.061,14.0,100.0,0.9925,,,9.5,
6.8,,0.3,2.1,,,147.0,,,0.56,,4
6.1,,,1.1,0.034,24.0,,0.9898,3.36,0.4,12.5,4
,0.27,0.32,,0.034,24.0,110.0,0.9898,3.36,0.4,12.5,4
6.8,,0.29,,0.044,27.0,97.0,0.9904,,0.42,11.2,4
6.1,0.4,0.18,9.0,0.051,28.5,,,,,,
7.1,0.28,0.26,,,50.0,118.0,,,0.59,11.2,4
6.2,0.32,0.32,2.2,,15.0,70.0,0.9899,,0.48,,4
6.8,0.17,0.17,,0.049,,82.0,0.993,3.0,,9.8,4
9.0,0.2,,,,10.0,40.0,0.9944,3.14,,9.8,
5.8,0.13,0.22,12.7,0.058,24.0,183.0,0.9956,3.32,,11.7,
,0.31,,,0.052,55.0,230.0,0.9949,3.19,,9.8,3
6.3,0.36,0.2,2.0,,,191.0,,3.17,,9.6,3
9.0,0.2,,3.5,0.049,10.0,40.0,0.9944,3.14,0.36,9.8,
6.7,0.18,0.25,14.3,0.048,79.0,149.0,0.9975,3.12,,,
6.6,0.16,0.25,9.8,,59.5,137.0,,3.16,0.38,10.0,4
,0.13,0.22,,0.058,24.0,183.0,0.9956,,0.42,11.7,
5.8,,0.22,12.7,,42.0,206.0,,3.32,0.38,,4
,0.17,0.17,5.1,,26.0,82.0,0.993,,0.38,9.8,4
6.4,0.37,0.19,,,18.0,101.0,0.9934,3.03,,9.0,4
7.3,0.26,,12.7,,60.5,164.5,0.9984,,0.45,9.1,4
,,,12.9,0.049,62.0,,,3.06,0.45,9.1,4
,0.28,,12.9,0.049,62.0,162.5,,,0.45,,4
,0.12,,1.3,0.056,,,0.9908,3.32,0.33,11.4,4
6.1,0.25,,10.5,0.049,41.0,124.0,,3.14,,10.5,3
6.4,0.24,0.27,1.5,,35.0,,0.98914,3.13,0.3,12.4,
